Class 0
s2502a 498.42 498.89

Class 3229
s2502a 40.9186 41.2986
s2603b 50.1872 50.6572
s3102a 152.199 152.769
s2503b 148.023 148.533
s2501a 199.754 200.118
s2602a 333.699 334.049
s2501b 324.478 324.908
s2501a 342.636 343.016

Class 3230
s2502a 40.9186 41.2986
s3102a 152.199 152.769
s2501a 205.469 205.892
s2502a 292.21 292.67
s2602a 333.699 334.049
s2502b 294.662 295.512
s2502a 342.414 343.514
s2501b 324.478 324.908

Class 3231
s2501a 200.002 200.412
s2503b 405.462 405.972

Class 3232
s2501a 214.251 214.671
s2502b 385.077 385.637
s2503a 303.783 304.163

Class 3233
s2501a 214.401 214.981
s2502a 292.33 292.71
s2602a 555.787 556.107

Class 3234
s2501a 214.767 215.281
s2501b 271.233 271.703
s2502b 373.967 375.177
s2501a 546.447 546.837

Class 3235
s2503a 156.259 156.659
s2501a 215.111 215.431

Class 3236
s2502a 210.586 211.156
s2501a 221.783 222.103
s2501b 281.569 281.929
s2501a 308.279 308.729
s2502b 388.225 388.865
s2503a 418.263 418.713

Class 3237
s2501a 224.91 225.606
s2503a 198.982 199.372
s2502b 283.994 284.574
s2501a 328.253 328.613
s2502a 439.367 439.997
s2502a 538.871 539.231
s2501a 583.333 584.103

Class 3238
s2602a 182.899 183.249
s2702b 110.103 110.883
s2503b 205.655 206.305
s2501a 225.278 225.665
s2601a 503.262 503.822

Class 3239
s2501a 225.925 227.365
s2503a 526.929 527.769

Class 3240
s2501a 225.985 226.445
s2701a 373.272 373.742

Class 3241
s2501a 226.305 227.345
s2502a 374.247 374.747
s2502b 402.59 403.59
s2502a 530.52 531.45
s2503a 429.931 430.761

Class 3242
s2501a 226.355 226.695
s2501a 386.242 386.642

Class 3243
s2502b 53.6076 55.0176
s2502b 107.517 108.157
s2502b 110.555 111.016
s2501a 226.689 227.365
s2502b 267.97 268.51
s2503a 208.1 208.68
s2502b 387.695 388.505
s2502a 391.853 392.363
s2501a 342.666 343.196
s2502a 459.308 460.148
s2502a 472.048 472.648
s2502a 525.745 526.735
s2503a 414.131 414.491
s2503a 418.103 418.603
s2702a 501.728 502.188

Class 3244
s2502a 10.5343 11.0143
s3302a 24.1481 24.4581
s2502b 47.1014 47.5014
s2502b 78.7927 79.2027
s2503b 135.66 136.05
s2501b 222.094 222.564
s2503b 207.311 207.811
s2501a 226.948 227.375
s2501a 311.701 312.371
s2501b 344.297 344.887
s2603b 377.279 377.659
s2501a 357.462 358.082
s2503a 367.138 367.628
s2601a 559.968 560.338
s2503a 373.708 374.108
s2503b 465.926 466.396
s2503a 468.808 469.608

Class 3245
s2502a 49.1481 49.5081
s2503b 28.8986 29.2486
s2503a 94.5529 95.0279
s2502a 227.944 228.344
s2501a 227.807 228.195
s2502a 346.059 346.549
s3102a 331.572 331.902
s2501a 333.002 333.702
s2503a 327.447 327.837
s2503b 381.735 382.265

Class 3246
s2503a 86.1854 86.6454
s3102b 125.3 125.89
s2501a 227.688 228.21
s2502a 346.059 346.549
s3102a 331.572 331.902
s2501a 333.002 333.702
s2502b 429.834 430.454
s2502a 527.084 527.564

Class 3247
s2502b 88.5241 89.2641
s2503b 195.376 196.006
s2501a 228.075 229.059
s2502b 507.966 509.386

Class 3248
s2501a 228.575 228.97
s2501b 368.373 368.743
s2501a 524.446 524.886

Class 3249
s2501a 228.705 229.089
s2501b 306.878 307.598
s2502a 503.257 503.807
s2501a 524.446 524.886

Class 3250
s2501b 165.474 165.934
s2501a 229.625 230.065

Class 3251
s2501a 230.82 231.23
s2503b 482.047 482.467

Class 3252
s2501a 231.23 231.61
s2501b 358.315 358.665

Class 3253
s2501a 231.82 232.32
s3102b 346.51 347.01

Class 3254
s2502b 105.043 105.663
s2501a 232.475 233.022
s2502b 402.57 403.24
s2502a 448.715 449.365

Class 3255
s2501b 207.721 208.061
s2501a 232.729 233.049

Class 3256
s2503a 170.367 171.037
s2501a 238.242 238.822

Class 3257
s2503a 128.77 129.3
s2501a 238.505 238.859
s2501b 271.513 271.973
s2501a 541.114 541.614

Class 3258
s2703b 106.619 107.229
s3103a 155.704 156.354
s2501a 240.555 240.958
s2901a 518.764 519.564

Class 3259
s2501a 243.508 244.218
s2503a 254.765 255.355

Class 3260
s2603a 232.437 232.767
s2501a 243.518 243.828

Class 3261
s2503b 89.7499 90.7199
s2501a 243.798 244.628
s2503a 483.653 484.163

Class 3262
s2501a 243.918 244.958
s2503a 296.847 297.497
s2503a 436.418 437.738

Class 3263
s2501a 243.878 244.378

Class 3264
s3101b 59.4667 60.0267
s2502a 270.021 270.331
s2501a 244.108 244.604
s2502b 431.809 432.579

Class 3265
s2502b 92.2101 92.5801
s2501a 244.228 244.833
s2602b 307.759 308.249

Class 3266
s2503b 160.746 161.486
s2501a 244.868 245.478

Class 3267
s2502a 287.405 287.895
s2501a 245.088 245.478
s2502a 430.724 431.294

Class 3268
s2501a 249.195 249.595
s2602a 482.911 483.431

Class 3269
s2501a 254.079 254.389
s2503a 263.663 264.093

Class 3270
s2501a 270.815 271.215
s2501a 273.133 273.533

Class 3271
s2501a 272.983 273.323
s2602a 454.209 454.529

Class 3272
s2502a 282.051 282.461
s2501a 273.253 273.573

Class 3273
s2501a 273.703 274.018
s2503a 365.366 365.996
s2602a 555.767 556.107

Class 3274
s2501a 273.893 274.773
s2502a 519.229 519.949

Class 3275
s2501a 273.933 275.078
s2503a 394.796 395.776
s2503a 416.943 417.933

Class 3276
s2702b 11.8234 12.3034
s2503b 127.653 127.973
s3001b 201.933 202.473
s2502b 225.317 225.757
s2503a 214.315 214.715
s2501a 274.574 275.169
s2602b 472.777 473.147
s2502b 518.681 519.481
s2502a 580.886 581.486
s2503b 479.687 480.227

Class 3277
s2903b 131.409 131.809
s2503b 148.603 149.433
s2602a 256.933 257.263
s2501b 235.021 235.821
s2501a 274.896 275.416
s2503b 338.716 339.056
s2501b 446.522 446.942
s2502b 524.079 524.449
s2502a 506.464 506.894
s2501b 505.106 505.706
s2502a 534.11 534.96

Class 3278
s2501b 82.6101 83.1501
s2903b 131.409 131.809
s2602a 256.933 257.263
s2501a 274.86 275.205
s2501a 281.798 282.168
s2503b 338.716 339.056
s2501b 435.868 436.608

Class 3279
s2501a 276.399 277.029
s2501a 384.582 385.112

Class 3280
s2501a 278.638 279.018
s3002a 413.097 413.467

Class 3281
s2503b 74.0226 74.4726
s2501a 279.048 280.053
s2503b 305.632 306.472

Class 3282
s2503b 174.85 175.4
s2501a 279.073 279.523
s2501b 455.574 456.024

Class 3283
s2503b 52.8311 53.1511
s2503b 184.945 185.365
s2501a 279.318 279.991
s2501b 314.399 314.989

Class 3284
s2503a 103.311 103.881
s2601a 254.044 254.404
s2501b 222.154 222.604
s2501a 279.296 279.646
s2502a 531.12 531.58

Class 3285
s2501a 279.288 280.568
s2501a 457.763 458.463

Class 3286
s2501a 279.438 280.798
s2502a 385.37 386.11

Class 3287
s2501a 279.638 280.068
s2503b 405.122 405.792

Class 3288
s2502b 47.1914 47.9514
s2501a 279.933 280.658
s2603b 373.276 374.036

Class 3289
s2501a 280.268 280.583
s2502b 472.77 473.14
s2503a 371.177 371.687

Class 3290
s2503b 98.515 99.155
s2501a 280.288 280.798

Class 3291
s2503b 46.7548 47.1647
s2503b 135.38 136.2
s2502a 212.606 213.126
s3001b 189.945 190.355
s2503b 205.365 206.085
s2501a 281.303 282.005
s2503b 409.684 410.104

Class 3292
s2503b 46.7548 47.1647
s2503b 135.38 136.2
s2502a 212.606 213.126
s3001b 189.945 190.355
s2501a 281.31 282.038
s2503b 409.684 410.104
s2502a 514.148 515.558

Class 3293
s2501a 281.218 282.338
s2501a 302.614 303.554

Class 3294
s2503b 46.7548 47.1647
s2501a 281.328 281.833
s2701b 525.771 526.111

Class 3295
s3101a 43.7925 44.2625
s2601a 130.526 130.886
s3101b 103.18 103.49
s3102a 140.997 141.347
s3101a 226.778 227.258
s2501a 281.721 282.109
s2502a 427.145 427.535
s3101a 417.16 417.69
s2602a 498.901 499.511
s2502b 530.751 531.191
s2501b 510.279 510.919
s2502a 574.376 574.976

Class 3296
s2502b 127.362 127.762
s2702a 182.16 182.51
s2501a 281.923 282.348

Class 3297
s2703a 184.431 184.761
s2501a 282.208 282.538

Class 3298
s2502a 100.22 100.57
s2501a 282.859 283.229

Class 3299
s3001b 57.5502 58.0102
s2501a 282.899 283.474
s2502a 539.939 540.739

Class 3300
s2502b 68.4335 69.3035
s2501a 283.099 283.539

Class 3301
s2501a 285.405 286.005
s2501a 331.387 331.827

Class 3302
s2502a 15.1413 15.6213
s2501a 285.82 286.35
s2503a 371.127 371.607

Class 3303
s2501a 286.145 286.465
s2502a 424.327 424.707

Class 3304
s2501b 275.576 276.396
s2501a 286.185 286.815

Class 3305
s2501a 288.315 288.765
s2501a 405.65 405.99

Class 3306
s2501a 288.465 288.99
s2502a 424.257 424.687
s2501a 535.264 535.674

Class 3307
s2501b 258.487 258.897
s2501a 292.597 292.927

Class 3308
s2702a 17.2326 17.6226
s2502b 28.8414 29.2914
s2501a 295.615 296.015
s2501a 583.333 583.663

Class 3309
s2603b 19.2687 19.9587
s2601a 100.633 101.033
s2503b 45.2047 45.5947
s2602a 201.854 202.314
s2602b 151.748 152.078
s2501b 192.746 193.176
s2503b 146.793 147.143
s2602b 183.953 184.273
s2503b 183.775 184.365
s2603a 266.133 266.703
s2503b 209.737 210.247
s2503b 252.983 253.763
s2601a 383.976 384.506
s2601b 285.97 286.47
s2501b 314.489 315.049
s2501a 296.548 297.024
s2502b 367.916 368.526
s2503a 275.829 276.769
s2502a 379.145 379.495
s2502b 383.215 383.735
s2502a 386.809 387.209
s2601b 349.475 349.795
s2502b 418.687 419.177
s2601b 371.541 372.011
s2502a 439.537 439.987
s2501a 487.569 487.949
s2503a 373.828 374.158
s2602a 467.433 467.793
s2502a 534.84 535.51
s2503b 452.803 453.513
s3101a 508.185 508.695
s2703b 478.772 479.162
s2502a 574.376 574.836
s2503a 448.883 449.383
s2503b 512.791 513.121

Class 3310
s2503b 11.4438 11.7538
s2601a 100.633 101.033
s2503b 45.2047 45.5947
s2503b 116.506 116.826
s2602b 151.748 152.078
s2501b 192.746 193.176
s2503b 146.793 147.143
s2602b 183.953 184.273
s2601a 254.144 254.474
s2603a 266.133 266.703
s2503b 252.983 253.763
s2601a 383.976 384.506
s2601b 285.97 286.47
s2501b 314.489 315.049
s2501a 296.614 297.021
s2502a 379.145 379.495
s2502b 383.215 383.735
s2502a 386.809 387.209
s2502a 405.863 406.213
s2601b 349.475 349.795
s2601b 371.541 372.011
s2502a 439.537 439.987
s2501a 487.569 487.949
s2503a 373.828 374.158
s2602a 467.433 467.793
s2503b 452.803 453.513
s3101a 508.185 508.695
s2502a 574.376 574.836
s2503b 512.791 513.121

Class 3311
s2503a 122.251 123.121
s2501a 297.376 298.566

Class 3312
s2502a 13.0641 13.4141
s2503a 68.0378 68.6877
s2602b 190.816 191.326
s2502a 268.841 269.261
s2503b 255.313 255.893
s2502a 346.019 346.449
s2501a 297.66 298.199
s2501a 307.939 308.399
s2503b 304.612 305.852
s2502b 407.692 408.382
s2503a 394.706 395.236

Class 3313
s2502b 11.7543 12.1642
s2503b 13.6217 14.4717
s2503a 19.665 20.355
s2502a 40.8986 41.2786
s2501b 77.2881 77.7181
s2502b 68.3635 68.9135
s2501b 116.327 117.037
s2503b 197.007 197.567
s2502a 300.778 301.678
s2501b 310.961 311.361
s2501a 297.974 298.519
s2502a 356.223 356.733
s2502a 378.345 379.305
s2502a 397.866 398.376
s2502b 420.38 421.62
s2503b 390.453 390.793
s2503b 397.243 397.743
s2501b 454.703 455.383
s2503b 408.342 408.862
s2502a 598.541 599.111
s2501a 577.142 577.872

Class 3314
s2503b 1.506 1.916
s2502b 11.7543 12.1642
s2502a 40.8986 41.2786
s2601a 102.763 103.103
s2501b 77.2881 77.7181
s2502b 68.3635 68.9135
s2503b 102.854 103.254
s2503b 197.007 197.567
s2602a 331.707 332.057
s2501b 310.961 311.361
s2501a 298.04 298.447
s2502a 356.223 356.733
s2503a 273.325 273.835
s2502b 420.38 421.62
s2601a 447.567 447.877
s2503b 390.453 390.793
s2601a 510.262 510.741
s2501b 454.703 455.383
s2503b 408.342 408.862
s2501b 513.225 513.715
s2502a 598.541 599.111

Class 3315
s3001b 282.495 282.875
s2501a 298.188 298.642
s2503a 273.325 273.835
s2503b 351.017 351.437
s2503b 397.243 397.743
s2601a 510.262 510.741

Class 3316
s2503a 67.9578 68.4077
s2501a 300.601 300.911

Class 3317
s2503b 7.99344 8.44344
s2501a 301.254 301.674

Class 3318
s2501a 301.904 302.584
s2501b 506.603 507.143

Class 3319
s2501a 301.924 302.844
s2501a 342.746 343.676

Class 3320
s2502a 189.959 190.439
s2502a 234.379 235.119
s2502b 287.375 287.905
s2501a 302.194 302.602
s2502a 497.97 498.59
s2503b 411.094 411.624
s2502a 514.048 514.538
s2502a 534.72 535.36

Class 3321
s2502a 234.379 235.119
s2501a 302.197 302.83
s2502a 493.594 494.324
s2503a 417.213 418.213

Class 3322
s2503a 215.656 216.116
s2501a 302.474 302.934

Class 3323
s2503b 255.373 256.283
s2501a 302.664 303.634

Class 3324
s2502a 43.2287 43.6687
s2501a 302.744 303.379
s2503b 417.51 418.361

Class 3325
s2503a 198.772 199.352
s2501a 303.069 303.379
s2502b 393.985 394.535

Class 3326
s2502b 69.9121 70.3021
s2501b 322.021 322.501
s2501a 305.973 306.496
s2502b 518.851 519.981

Class 3327
s2502a 246.599 247.469
s2501a 305.849 307.089

Class 3328
s2501a 305.869 306.179
s2503b 311.338 311.828

Class 3329
s2501a 306.389 306.729
s2501a 378.148 378.468

Class 3330
s2502a 3.94394 5.05394
s2501a 306.394 306.974
s2503a 476.508 477.038

Class 3331
s2502b 197.598 197.988
s2501a 306.819 307.359

Class 3332
s2502b 9.07387 9.54387
s2501a 307.729 308.079

Class 3333
s2501b 26.4804 27.1804
s2502b 35.9453 36.5153
s2502a 42.8987 43.5587
s3001b 125.866 126.206
s2502a 157.86 158.17
s2503a 118.777 119.387
s2503a 151.147 151.827
s2503a 189.929 190.45
s3003a 199.573 200.243
s2503a 211.317 211.727
s2501a 308.037 308.519
s3302a 399.085 399.695
s2502a 391.743 392.613
s3002b 473.957 474.282
s3102a 438.134 438.674
s3002a 556.9 557.51
s2502a 501.582 501.992
s2503a 370.947 371.617
s2503a 378.191 378.831
s2503a 417.963 418.673
s2502a 588.688 589.438

Class 3334
s2501b 26.4804 27.1804
s2502b 35.9453 36.5153
s2502a 42.8987 43.5587
s3001b 125.866 126.206
s2503b 100.085 100.785
s2502a 157.86 158.17
s2503a 118.777 119.387
s2503a 151.147 151.827
s2503a 189.929 190.45
s3003a 199.573 200.243
s2503a 211.317 211.727
s2501a 308.044 308.497
s3302a 399.085 399.695
s3002b 473.957 474.282
s3102a 438.134 438.674
s3002a 556.9 557.51
s2502a 501.582 501.992
s2503a 370.947 371.617
s2503a 378.191 378.831
s2502a 588.688 589.438

Class 3335
s2502b 286.285 286.895
s2501a 308.194 309.054
s2503a 312.688 313.378

Class 3336
s2502b 146.389 146.879
s2501b 315.449 315.789
s2501a 308.238 308.659
s2502b 444.773 445.223
s3102a 438.134 438.674
s2503b 408.302 408.662
s2503a 378.191 378.831
s2502a 574.776 575.126
s2502a 588.688 589.438

Class 3337
s2502a 11.7142 12.2242
s2502b 234.013 234.893
s2501a 308.979 309.383
s2503b 335.153 336.023
s2503b 342.205 342.715
s2502b 486.213 486.563

Class 3338
s2501a 309.96 310.53
s2501a 341.766 342.416

Class 3339
s2502a 56.2284 56.6984
s2502a 192.113 192.453
s2503a 135.754 136.264
s2502b 249.828 250.298
s2502a 274.113 274.593
s2502b 268.08 268.43
s2501a 311.645 312.021
s2502b 390.315 390.825
s2501a 333.212 333.592
s2502a 390.621 390.961
s2601a 448.798 449.118
s2503b 381.225 382.295
s2502b 482.842 483.312
s2501a 430.323 430.763
s2502a 528.594 529.124
s2503b 444.419 444.819
s3102a 560.329 560.649

Class 3340
s2503b 38.3389 38.7989
s3103a 186.529 186.888
s2601a 338.148 338.498
s2502a 332.529 332.939
s2501a 311.634 312.348
s2603b 357.893 358.623
s2502a 403.055 403.565
s2503a 468.637 469.688

Class 3341
s2601a 66.8969 67.2469
s2503b 64.0113 64.6213
s2503b 89.0699 89.7699
s2501a 311.793 312.601
s2503a 371.597 372.237

Class 3342
s2601b 119.113 119.523
s2501a 311.911 312.306
s2503a 331.13 331.5

Class 3343
s2501a 312.201 312.621
s2502b 538.201 538.591

Class 3344
s2501b 199.136 199.506
s2501b 207.741 208.341
s2501b 314.739 315.119
s2501a 312.709 313.094
s2503b 306.062 306.472
s2602a 406.147 406.477
s2502b 398.399 399.129
s2501b 439.375 439.735

Class 3345
s2501b 199.136 199.506
s2501b 207.741 208.341
s2603a 267.663 267.973
s2501b 314.739 315.119
s2501a 312.711 313.065
s2503b 306.062 306.472
s2602a 406.147 406.477
s2501b 439.375 439.735

Class 3346
s2503a 213.755 214.115
s2501a 312.821 313.401

Class 3347
s2502b 27.1279 27.8179
s2502b 32.253 33.193
s2502b 51.3054 51.7454
s2503a 51.0374 51.5374
s2601b 61.1409 61.6409
s2502b 97.9959 98.3559
s2502a 185.817 186.407
s2503a 168.91 169.93
s2502a 288.68 289.2
s2501b 270.238 270.678
s2503a 218.387 218.937
s2502b 310.197 310.547
s2501a 313.961 314.45
s2502a 399.565 399.975
s2501b 391.748 392.058
s2503a 324.132 324.472
s2503a 388.321 388.876
s2503b 443.042 443.482
s2502a 554.446 554.866
s2502a 574.826 575.576

Class 3348
s2502b 27.1279 27.8179
s2502b 51.3054 51.7454
s2503a 51.0374 51.5374
s2601b 61.1409 61.6409
s2503b 62.7435 63.4835
s2502b 97.9959 98.3559
s2502a 185.817 186.407
s2503a 168.91 169.93
s2502a 288.68 289.2
s2501b 270.238 270.678
s3002a 342.757 343.087
s2502b 310.197 310.547
s2501a 313.998 314.44
s2502a 399.565 399.975
s2501b 391.748 392.058
s2503a 324.132 324.472
s2503b 382.645 382.965
s2503b 409.664 410.084
s2503b 443.042 443.482
s2502a 554.446 554.866
s2502a 574.826 575.576

Class 3349
s2501b 229.706 230.146
s2501a 314.378 314.858

Class 3350
s2501a 314.858 315.208
s2503a 278.634 279.184

Class 3351
s2503b 13.8617 14.3717
s2501a 315.028 315.523
s2503a 303.183 304.103

Class 3352
s2502b 306.423 306.753
s2501a 317.279 317.608

Class 3353
s2502a 52.0532 52.7133
s2503b 62.7435 63.0935
s2503a 85.1954 85.5154
s3102b 108.292 108.652
s2501b 126.924 127.574
s2503a 102.751 103.111
s2501b 154.066 154.596
s2601b 149.105 149.545
s2503a 149.657 150.237
s2502a 290.666 291.036
s2503a 241.676 242.351
s3102a 322.419 322.759
s2501a 318.197 318.664
s2503b 311.318 311.838
s2501a 328.033 328.593
s2503b 367.449 368.169
s2503b 374.418 374.948
s2601a 503.572 503.912
s2501b 454.153 454.543
s3101a 476.441 476.791
s2502a 528.574 529.144
s3101a 508.355 508.695
s2502a 569.246 569.796
s2503a 479.779 480.159
s2501a 585.059 585.399

Class 3354
s2503b 197.099 197.684
s2502a 280.621 281.241
s2501a 318.426 319.026
s2502a 425.185 425.535
s2503a 314.346 314.766
s2502a 579.976 580.326

Class 3355
s2502b 8.07387 8.48387
s2502b 34.7201 35.0401
s2501a 318.431 318.781

Class 3356
s2503b 160.816 161.866
s2501a 318.496 319.736

Class 3357
s2502b 273.769 274.099
s2501a 319.324 319.756
s2503a 327.577 327.887
s2503a 365.386 366.036
s2503b 411.144 411.604

Class 3358
s2502a 32.3731 32.6831
s2501a 323.667 324.102
s2503b 339.826 340.186

Class 3359
s2503a 89.9705 90.5005
s2502a 195.386 195.936
s2501a 325.226 325.811
s2502b 515.01 515.53
s2502a 570.826 571.136

Class 3360
s2503b 40.2543 40.6243
s2501b 230.676 230.996
s2501a 325.188 325.573
s2502b 443.747 444.197
s2502a 570.826 571.136

Class 3361
s2501a 326.58 326.93
s2503b 384.611 384.971

Class 3362
s2503b 150.66 151.01
s2501b 279.696 280.106
s2501a 328.043 328.573
s2502a 439.367 439.847
s2501b 426.518 427.108
s2501a 446.422 447.002
s2503a 476.248 476.668
s2501a 583.343 583.993

Class 3363
s2503a 105.041 105.511
s2501a 328.303 328.613

Class 3364
s2603a 122.932 123.362
s2501a 329.263 329.633
s2503b 408.482 408.952

Class 3365
s2601a 302.49 302.92
s2503a 219.117 219.547
s2501a 329.858 330.258

Class 3366
s2502a 152.083 152.453
s2501a 330.707 331.017

Class 3367
s2502b 93.8501 94.3701
s2502b 199.398 200.108
s2501a 331.284 331.81
s2501a 332.992 333.812

Class 3368
s2502b 84.6212 84.9512
s2501a 331.517 331.827

Class 3369
s2601a 130.526 130.836
s2601b 318.602 319.102
s2501a 333.052 333.377

Class 3370
s2503a 136.975 137.565
s2501b 281.091 281.476
s2501a 333.204 333.842
s2501b 374.356 374.876
s2502b 451.808 452.288
s2501b 485.236 485.656
s2503b 426.409 427.309

Class 3371
s2601a 130.526 130.836
s2503b 135.69 136.01
s2503b 146.533 147.133
s2603a 287.29 287.69
s2501a 333.157 333.545

Class 3372
s2602b 122.299 122.709
s2502b 156.793 157.363
s2502b 203.379 204.239
s2501a 333.406 334.159
s2502b 488.018 488.568
s2503b 410.014 411.184
s2501a 504.274 505.474

Class 3373
s2502b 250.74 251.07
s2502b 360.236 360.716
s2501a 333.467 333.882
s2503a 303.233 303.603
s2501a 386.252 386.592
s2503b 394.41 394.93
s2502b 522.079 522.679

Class 3374
s2502a 3.38394 4.82394
s2501b 26.5904 27.2504
s2501b 38.4578 39.4378
s2602b 122.299 122.709
s2502b 203.379 204.239
s2502a 242.043 242.533
s2501a 333.517 334.31
s2503b 335.493 336.073
s2502a 455.885 456.615
s2503b 410.014 411.184
s2502a 536.531 537.041
s2503a 527.049 527.909

Class 3375
s2503b 102.314 102.644
s2503a 169.04 169.59
s2501a 333.886 334.289
s2501b 501.562 502.032

Class 3376
s3002b 275.014 275.394
s2501b 309.381 309.851
s2501a 335.992 336.377

Class 3377
s2502a 378.035 378.405
s2501a 336.762 337.167
s2502a 492.604 493.154

Class 3378
s2501a 337.227 337.697
s2503a 374.488 374.908

Class 3379
s2502a 116.361 116.721
s2503b 125.143 125.463
s2603a 211.214 211.534
s2701b 176.925 177.305
s3003a 276.845 277.195
s2501a 339.859 340.294
s2502a 399.165 399.785
s2502b 453.738 454.149
s2503a 346.504 346.884
s2503a 439.558 440.128
s2701b 553.117 553.517

Class 3380
s2503b 56.4494 57.1494
s2501a 340.826 341.656
s2503a 480.209 481.159

Class 3381
s3302a 124.285 124.735
s2501a 340.776 341.326

Class 3382
s2502a 208.766 209.626
s2501a 341.136 342.096

Class 3383
s2502b 402.26 402.7
s2501a 341.246 341.646

Class 3384
s2502b 203.239 203.759
s2501a 342.306 343.056

Class 3385
s2502a 324.877 325.657
s2501a 342.571 343.406

Class 3386
s2502b 31.573 31.933
s2502b 58.9043 59.5743
s2501b 113.813 114.573
s2502a 117.768 118.348
s2503b 151.79 152.5
s2502a 235.039 235.969
s2501b 241.6 242.23
s2503b 205.115 205.865
s2502a 281.801 282.161
s2502a 324.877 325.657
s2502b 383.655 384.325
s2503a 283.167 283.657
s2502a 394.563 395.143
s2501a 342.927 343.454
s2503b 335.193 335.673
s2502b 422.608 423.198
s2502a 455.765 456.325
s2503b 383.235 383.595
s2501b 446.692 447.041
s2503a 374.348 374.758
s2502a 534.76 535.48
s2503a 418.093 418.623
s2501b 561.085 561.405
s2501a 548.566 549.226
s2503a 489.195 489.525
s2503a 512.847 513.207
s2503a 525.759 526.209

Class 3387
s2501a 342.676 343.105
s2502a 418.229 418.619
s2502a 424.106 424.616
s2502a 451.69 452.13
s2501a 410.603 410.993
s2503a 344.278 345.228
